3ld1_A		_0_A_4_g_3_n_2_d_0_-_7_f_18_A_11_j_5_g_0_-_14_C_19_E_0_-_0_-_0_-_2_E_4_F_4_F_4_E_5_C_5_C_7_E_3_E_4_D_6_D_6_E_5_E_4_D_5_D	_9_B_5_g_3_j_1_c_3_k_3_f_5_p_1_f_8_f_8_k_6_C_2_C_0_b_5_j_5_b_1_B_2_B_4_D_10_E_5_A_0_-_1_D_3_F_0_-_7_F_2_G_2_G_2_A_4_D	0-23	5-31	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	DgmDGBgjckfpffkCCbjbBBDEADFFGGAD	0.488
7qpt_B		_2_d_7_f_0_-_18_A_11_j_5_g_14_C_0_-_19_E_2_E_0_-_4_F_0_-_4_F_4_E_5_C_5_C_7_E_3_E_4_D_6_D_6_E_0_-_5_E_4_D_5_D_9_B_6_C_7_E_4_F_4_E_5_E_6_D_0_-_8_A_6_E_5_E_3_E_5_d	_0_b_0_-_0_F_4_B_0_-_0_-_6_C_3_B_7_C_6_C_7_c_1_H_6_b_4_G_2_G_2_D_2_C_14_G_2_C_2_D_6_F_7_I_5_j_18_E_6_C_8_C_4_C_3_C_6_E_10_H_2_F_8_A_1_B_1_b_7_B_6_C_5_H_4_E_0_e	3-35	0-35	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	bFBCBCCcHbGGDCGCDFIjECCCCEHFABbBCHEeD	0.567
3cka_A		_19_E_2_E_4_F_4_F_4_E_5_C_5_C_7_E_3_E_4_D_6_D_6_E_5_E_4_D_5_D_9_B_6_C_7_E_4_F_4_E_5_E_6_D_8_A_6_E_5_E_3_E_0_-_5_d	_0_E_3_H_5_F_2_F_6_E_5_E_5_F_6_G_4_E_5_F_5_E_5_F_5_E_5_F_5_E_5_F_5_D_7_E_4_E_3_G_2_G_4_F_8_E_4_E_2_G_5_E_11_B_2_h	9-35	0-27	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	EHFFEEFGEFEFEFEFDEEGGFEEGEBh	0.721
5xau_A		_3_n_2_d_7_f_18_A_11_j_5_g_14_C_0_-_19_E_2_E_4_F_4_F_4_E_5_C_0_-_0_-_5_C_0_-_7_E_0_-_3_E_0_-_0_-_0_-_4_D_0_-_6_D_0_-_6_E_5_E_4_D_0_-_5_D_0_-_0_-_0_-_9_B_0_-_6_C_0_-_0_-_7_E_4_F_4_E_5_E_6_D_8_A_6_E_5_E_3_E	_0_p_0_-_3_q_5_C_0_-_0_-_3_C_7_c_0_H_4_F_7_F_2_F_5_D_9_G_2_G_5_G_15_C_10_b_5_H_2_A_5_D_18_d_1_J_7_I_4_G_2_G_2_F_5_A_14_G_5_E_2_F_4_b_2_C_4_b_2_e_7_H_2_A_2_b_3_D_3_c_3_K_10_G_5_G_2_G_2_E_2_C_10_G_2_E_2_E_10_C	2-34	0-46	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	pqCCcHFFFDGGGCbHADdJIGGFAGEFbCbeHAbDcKGGGECGEECHE	0.370
8hmd_A		_18_A_0_-_11_j_0_-_5_g_14_C_19_E_2_E_4_F_4_F_4_E_5_C_0_-_5_C_0_-_7_E_0_-_3_E_4_D_0_-_6_D_6_E_5_E_4_D_5_D_9_B_6_C_7_E_4_F_4_E_5_E_6_D_0_-_8_A_6_E_5_E_3_E_0_-_5_d	_10_A_4_E_1_b_1_E_0_b_0_E_4_F_4_E_15_F_3_G_4_B_4_C_4_D_6_D_4_F_2_E_2_F_8_F_7_D_2_E_2_D_5_E_4_E_9_D_4_C_7_C_7_C_5_D_5_D_5_D_4_C_7_C_4_C_6_A_5_E_2_E_2_D_4_i_2_g	5-35	18-56	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	HDDDEFGEDDCEDDCEDDAEbEbEFEFGBCDDFEFFDEDEEDCCCDDDCCCAEEDigkikihhh	0.601
4rt6_A		_14_C_19_E_2_E_4_F_4_F_4_E_5_C_5_C_7_E_0_-_3_E_4_D_0_-_0_-_6_D_0_-_6_E_5_E_0_-_4_D_5_D_9_B_0_-_6_C_0_-_0_-_0_-_7_E_0_-_4_F_4_E_5_E_0_-_6_D_0_-_8_A_0_-_6_E_5_E_3_E_5_d	_0_C_2_E_2_E_3_E_9_D_6_E_5_B_2_C_2_D_4_B_4_B_2_D_18_A_2_A_4_C_2_B_3_D_2_C_2_K_1_D_4_D_7_C_2_J_8_C_2_C_1_A_2_A_1_D_2_C_4_C_2_D_3_E_4_B_2_D_2_E_10_A_4_A_2_D_6_C_12_C_0_h	8-35	0-40	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	CEEEDEBCDBBDAACBDCKDDCJCCAADCCDEBDEAADCChCHbDICMbNKDBAdgbBDDJEbIEJFDCbFCCDEDBADDAAj	0.537
6efz_A		_18_A_11_j_5_g_14_C_19_E_2_E_4_F_4_F_4_E_5_C_5_C_7_E_0_-_3_E_0_-_4_D_6_D_6_E_5_E_4_D_5_D_9_B_6_C_7_E_0_-_4_F_4_E_5_E_6_D_8_A_6_E_5_E_3_E	_0_A_0_-_0_-_6_C_4_G_6_D_0_-_0_-_4_D_2_A_6_C_5_E_4_b_1_F_5_L_8_C_4_B_3_C_3_E_5_A_5_A_2_A_3_B_8_G_6_L_4_C_5_C_1_D_3_E_0_-_10_G_2_G_8_H	5-34	0-27	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	ACGDDACEbFLCBCEAAABGLCCDEGGHJ	0.542
6rgp_A		_14_C_19_E_0_-_2_E_0_-_4_F_4_F_0_-_4_E_0_-_0_-_5_C_0_-_5_C_7_E_3_E_4_D_6_D_6_E_5_E_4_D_0_-_0_-_5_D_0_-_9_B_6_C_7_E_0_-_0_-_4_F_4_E_5_E_6_D_8_A_0_-_6_E_5_E_0_-_3_E_0_-_5_d	_8_C_3_G_4_b_5_C_7_b_15_F_5_F_4_c_2_F_6_b_5_b_0_F_4_b_10_C_16_C_4_G_6_D_4_E_2_G_1_C_4_F_6_G_7_b_2_E_21_b_19_C_2_C_2_C_11_e_5_b_6_C_4_D_10_C_4_D_13_A_1_B_8_D_4_F_2_d_3_E_1_f_4_c	8-35	2-43	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	JECGbCbFFcFbbFbCCGDEGCFGbEbCCCebCDCDABDFdEfcg	0.494
4d6v_A		_14_C_19_E_2_E_4_F_4_F_4_E_5_C_5_C_7_E_3_E_4_D_6_D_6_E_5_E_4_D_5_D_9_B_6_C_7_E_4_F_4_E_5_E_6_D_8_A_6_E_5_E_3_E	_6_D_7_E_4_E_7_F_6_E_5_E_4_D_4_E_6_E_6_D_4_C_5_D_8_E_7_E_4_D_4_E_6_E_5_E_3_E_5_E_4_E_5_E_3_D_0_-_4_E_15_E_5_E	8-34	1-26	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	GDEEFEEDEEDCDEEDEEEEEEEDEEEG	0.882
8etg_p		_14_C_19_E_2_E_0_-_4_F_4_F_4_E_5_C_5_C_0_-_7_E_3_E_4_D_6_D_6_E_5_E_4_D_5_D_9_B_6_C_7_E_4_F_4_E_5_E_6_D_8_A_6_E_5_E_3_E	_0_E_4_E_4_D_4_C_5_C_7_E_5_E_3_E_3_F_7_A_7_E_3_E_11_C_5_E_5_E_3_E_5_E_4_F_4_E_3_D_4_D_5_E_6_E_3_E_6_E_0_-_5_F_3_E_3_E	8-34	0-27	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	EEDCCEEEFAEECEEEEFEDDEEEEFEE	0.770
7o9q_B		_18_A_11_j_5_g_14_C_19_E_2_E_4_F_4_F_4_E_5_C_5_C_7_E_0_-_3_E_4_D_6_D_6_E_0_-_5_E_4_D_5_D_9_B_6_C_7_E_4_F_4_E_5_E_6_D_8_A_6_E_5_E_3_E_5_d	_2_B_0_-_0_-_2_C_2_F_1_C_2_C_5_E_5_E_4_C_2_E_7_E_3_C_2_E_9_C_3_C_2_E_14_B_5_C_2_D_3_C_2_B_4_C_2_D_8_C_3_D_7_C_6_D_0_-_4_D_4_D_3_D_6_b	5-35	2-31	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	CCBCFCCEECEECECCEBCDCBCDCDCDDDDbHH	0.712
6ncz_F		_2_d_0_-_7_f_18_A_0_-_11_j_5_g_14_C_0_-_0_-_19_E_2_E_0_-_4_F_4_F_4_E_0_-_5_C_5_C_7_E_3_E_4_D_6_D_0_-_6_E_5_E_4_D_5_D_9_B_6_C_0_-_7_E_0_-_4_F_0_-_4_E_0_-_5_E_0_-_6_D_8_A_0_-_0_-_6_E_0_-_5_E_0_-_3_E	_0_c_5_b_6_b_8_B_2_G_3_d_1_b_21_C_3_b_2_b_5_H_7_E_2_A_1_E_2_F_5_C_1_b_3_H_19_A_3_E_4_G_7_G_5_F_0_b_1_G_2_F_13_F_2_F_4_C_2_C_2_A_2_E_12_k_4_C_6_i_2_D_11_m_5_G_5_m_4_E_1_A_4_A_2_d_3_C_11_g_6_D_18_l_5_C	3-34	0-47	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	cbbBGdbCbbHEAEFCbHAEGGFbGFFFCCAEkCiDmGmEAAdCgDlCAAo	0.410
8d6a_A		_18_A_11_j_5_g_14_C_0_-_19_E_2_E_0_-_4_F_4_F_0_-_4_E_5_C_5_C_7_E_3_E_4_D_6_D_6_E_5_E_4_D_5_D_9_B_6_C_7_E_4_F_4_E_5_E_6_D_8_A_6_E	_10_A_0_-_0_-_20_C_1_A_6_A_3_B_5_A_4_F_7_E_2_c_3_H_6_A_11_C_8_H_13_A_13_D_8_F_13_E_7_B_6_D_4_G_10_B_14_B_6_B_9_G_9_D_5_B_10_H_2_A_3_D	5-32	3-31	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	CABACAABAFEcHACHADFEBDGBBBGDBHAD	0.610
7o9o_A		_14_C_0_-_19_E_2_E_4_F_4_F_4_E_5_C_5_C_7_E_3_E_4_D_6_D_6_E_5_E_4_D_5_D_9_B_6_C_7_E_4_F_4_E_5_E_6_D_8_A_0_-_0_-_6_E_5_E_3_E_5_d	_3_B_3_K_3_B_3_D_17_F_3_C_2_D_10_F_2_C_0_-_2_F_9_C_3_C_2_F_12_D_5_C_2_D_2_D_2_C_1_F_1_C_7_E_3_C_8_C_3_A_2_A_1_D_2_E_5_E_4_D_6_b	8-35	1-30	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	JBKBDFCDFCFCCFDCDDCFCECCAADEEDbEbE	0.710
6j71_B		_5_C_5_C_7_E_3_E_4_D_0_-_6_D_6_E_5_E_4_D_5_D_9_B_6_C_7_E_0_-_4_F_4_E_5_E_0_-_6_D_8_A_6_E_0_-_5_E_0_-_3_E	_0_B_3_C_5_F_13_E_6_D_3_A_7_E_2_E_9_E_6_B_2_D_3_C_3_B_5_G_3_b_1_F_5_G_5_B_1_b_3_E_0_b_1_E_4_b_1_G_2_b_9_E	14-34	0-25	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	BCFEDAEEEBDCBGbFGBbEbEbGbE	0.637
6vxk_C		_19_E_2_E_4_F_4_F_4_E_5_C_5_C_7_E_3_E_4_D_0_-_6_D_6_E_0_-_5_E_0_-_4_D_0_-_0_-_0_-_5_D_9_B_0_-_0_-_6_C_7_E_4_F_4_E_5_E_6_D_8_A_6_E_5_E_3_E	_0_E_6_F_2_F_2_D_2_D_7_C_8_D_2_D_24_B_4_B_12_A_8_A_10_G_4_J_3_J_9_b_6_C_2_A_4_A_1_H_4_G_5_F_0_i_26_h_2_D_8_B_5_E_7_E_3_E_5_D_0_-_4_E_3_D_2_F	9-34	0-32	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	EFFDDCDDBBAAGJJbCAAHGFihDBEEEDEDF	0.541
4wjv_A		_14_C_19_E_2_E_4_F_4_F_4_E_0_-_5_C_5_C_7_E_3_E_4_D_6_D_0_-_6_E_5_E_0_-_0_-_4_D_5_D_0_-_9_B_6_C_7_E_4_F_4_E_5_E_6_D_8_A_6_E_5_E_3_E	_4_D_4_E_6_E_6_D_4_C_18_E_2_b_8_D_3_E_4_F_5_E_4_E_4_D_0_b_2_E_6_E_4_c_12_l_9_D_4_D_3_G_6_E_5_E_4_D_5_D_6_E_5_E_4_D_4_D_7_E_5_E_4_E	8-34	2-33	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	EEDEEDCEbDEFEEDbEEclDDGEEDDEEDDEEE	0.695
7kzx_F		_5_C_5_C_7_E_3_E_4_D_6_D_6_E_5_E_4_D_5_D_9_B_6_C_7_E_4_F_4_E_5_E_6_D_8_A_6_E_5_E_3_E	_0_C_2_A_5_G_9_E_5_G_4_B_8_E_4_F_7_F_4_A_5_A_10_C_8_B_0_-_5_H_4_C_8_B_3_B_3_G_4_E_4_E	14-34	0-19	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	CAGEGBEFFAACBHCBBGEE	0.666
8deo_B		_18_A_11_j_5_g_0_-_14_C_19_E_2_E_4_F_4_F_0_-_4_E_0_-_0_-_5_C_0_-_5_C_0_-_7_E_3_E_0_-_0_-_4_D_6_D_0_-_6_E_0_-_5_E_4_D_5_D_9_B_6_C_7_E_4_F_4_E_5_E_6_D_8_A_0_-_6_E_0_-_5_E_3_E	_0_B_0_-_2_b_0_D_1_C_10_C_10_E_9_G_11_F_3_f_12_E_7_d_8_H_4_D_4_c_0_B_18_G_4_E_2_E_0_c_7_G_6_B_5_C_4_A_3_B_2_A_3_D_8_D_4_F_1_B_6_C_3_E_4_D_2_B_3_D_8_C_4_B_6_B_4_D_2_J_3_D_8_D	5-34	0-40	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	BbDCCEGFfEdHDcBGEEcGBCABADDFBCEDBDCBBDJDDJCEE	0.521
8jyo_A		_18_A_11_j_5_g_14_C_19_E_2_E_4_F_4_F_4_E_5_C_5_C_0_-_7_E_3_E_4_D_6_D_0_-_6_E_0_-_5_E_0_-_4_D_0_-_5_D_0_-_0_-_0_-_0_-_9_B_0_-_0_-_6_C_0_-_7_E_4_F_0_-_4_E_0_-_5_E_0_-_6_D_8_A_0_-_6_E_5_E_0_-_0_-_3_E_5_d	_0_A_0_-_0_-_5_A_10_G_5_D_7_D_6_F_8_E_4_C_29_C_7_H_2_H_13_G_7_F_7_D_1_H_5_E_4_h_7_H_7_A_25_D_9_b_5_C_14_H_1_e_7_d_9_F_14_B_18_A_13_A_2_B_13_H_22_D_2_H_21_A_6_D_3_G_9_D_10_B_3_C_2_A_8_A_4_E_3_E_14_B_3_J_4_C_1_d	5-35	0-46	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	AAGDDFECCHHGFDHEhHADbCHedFBAABHDHADGDBCAAEEBJCdfpiCmbidoodxIJBACCCAbAA	0.449
4zoy_A		_5_g_14_C_19_E_2_E_4_F_4_F_4_E_5_C_5_C_0_-_7_E_3_E_4_D_0_-_6_D_6_E_5_E_0_-_4_D_5_D_9_B_6_C_7_E_4_F_4_E_0_-_5_E_6_D_8_A_0_-_6_E_5_E_3_E	_0_b_7_B_6_E_6_E_4_F_8_G_5_E_8_E_4_E_4_F_6_E_5_E_4_D_3_c_9_D_12_E_5_E_0_b_1_D_8_D_6_E_5_E_4_D_5_E_8_E_6_b_3_E_4_D_10_D_5_b_3_D_6_E_4_D	7-34	4-36	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	BEFFbBEEFGEEEFEEDcDEEbDDEEDEEbEDDbDED	0.706
5a9q_2		_14_C_0_-_19_E_2_E_4_F_4_F_0_-_4_E_5_C_5_C_7_E_3_E_4_D_6_D_6_E_5_E_4_D_5_D_9_B_6_C_7_E_4_F_4_E_5_E_6_D_8_A_6_E_5_E_3_E	_0_C_6_B_11_D_3_G_11_H_4_E_4_A_4_H_4_E_3_D_9_G_3_F_3_F_3_E_4_F_2_H_4_D_5_D_8_D_4_D_4_D_14_C_4_A_6_D_8_E_8_A_4_E_5_E_2_E	8-34	0-28	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	CBDGHEAHEDGFFEFHDDDDDCADEAEEE	0.724
4mpz_A		_5_C_5_C_7_E_3_E_4_D_6_D_6_E_5_E_4_D_5_D_9_B_6_C_7_E_4_F_4_E_5_E_6_D	_0_C_5_C_0_-_5_C_5_D_5_D_4_E_4_D_5_C_5_C_5_C_4_C_3_E_0_-_5_D_4_C_5_C	14-30	0-14	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	CCCDDEDCCCCEDCC	0.746
5ou7_B		_2_E_4_F_4_F_4_E_5_C_5_C_0_-_7_E_3_E_4_D_6_D_6_E_5_E_4_D_5_D_9_B_6_C_7_E_4_F	_0_D_3_B_4_E_6_E_4_B_3_C_4_b_1_H_2_B_0_-_5_E_6_E_5_E_6_E_5_D_0_-_3_C_5_G_14_B	10-27	0-16	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	DBEEBCbHBEEEEDCGB	0.691
6l6r_B		_14_C_19_E_2_E_0_-_4_F_4_F_4_E_5_C_5_C_7_E_3_E_4_D_6_D_6_E_5_E_4_D_5_D_0_-_0_-_9_B_6_C_7_E_4_F_0_-_4_E_5_E_6_D_8_A_6_E_5_E_3_E	_7_C_4_E_4_E_6_C_5_G_4_F_4_E_6_C_6_F_4_E_4_E_6_C_6_F_2_E_4_E_7_C_8_C_1_b_11_b_3_C_6_C_19_F_3_D_7_C_7_F_4_E_5_C_7_C_6_F_4_E_4_E	8-34	7-37	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	DDCFEEDCEECGFECFEECFEECCbbCCFDCFECCFEECCCDCFbEEBEEEDGdBBAA	0.736
4hl0_B		_14_C_19_E_2_E_4_F_4_F_4_E_5_C_5_C_7_E_3_E_4_D_6_D_0_-_6_E_5_E_4_D_5_D_9_B_6_C_7_E_4_F_4_E_5_E_6_D_8_A_6_E_5_E_3_E	_0_C_0_-_9_F_6_F_10_G_4_G_2_A_3_C_8_F_3_E_0_-_2_F_4_b_2_E_2_G_7_C_10_G_0_-_5_G_4_G_4_G_2_A_16_F_3_E_0_-_2_F_7_G_1_H	8-34	0-23	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	CFFGGACFEFbEGCGGGGAFEFGH	0.607
5mk8_A		_18_A_11_j_5_g_14_C_19_E_0_-_0_-_2_E_4_F_4_F_4_E_5_C_5_C_7_E_3_E_4_D_6_D_6_E_0_-_5_E_4_D_5_D_9_B_6_C_7_E_4_F_4_E_0_-_5_E_0_-_6_D_8_A_6_E_5_E_3_E_5_d	_4_A_0_-_0_-_7_C_6_C_2_b_2_A_4_G_11_G_2_I_2_H_5_H_12_F_4_E_2_F_6_A_3_F_7_I_5_i_19_E_6_C_8_C_4_C_3_C_6_E_14_G_2_F_8_A_1_B_1_b_6_C_0_-_7_C_5_I_2_F_0_e	5-35	3-35	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	GCCACCbAGGIHHFEFAFIiECCCCEGFABbCCIFeD	0.578
3j31_Q		_4_E_5_C_5_C_7_E_3_E_4_D_6_D_6_E_5_E_4_D_5_D_9_B_6_C_7_E_4_F_4_E_5_E	_0_C_2_C_4_C_6_I_3_E_14_D_4_F_3_E_9_I_7_D_6_J_4_A_0_-_4_G_5_H_2_G_1_F	13-29	0-15	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	CCCIEDFEIDJAGHGFN	0.691
7dod_B		_11_j_5_g_14_C_19_E_0_-_0_-_2_E_4_F_0_-_4_F_4_E_0_-_0_-_0_-_5_C_0_-_5_C_7_E_0_-_3_E_4_D_6_D_6_E_5_E_4_D_5_D_9_B_6_C_7_E_4_F_0_-_0_-_4_E_5_E_6_D_8_A_6_E	_0_j_0_-_15_G_8_E_2_b_1_e_5_J_6_H_5_b_8_D_6_D_8_A_8_J_10_L_12_A_1_c_8_A_8_C_2_A_23_H_8_C_39_D_0_-_14_F_18_D_16_C_3_B_20_A_5_E_2_B_8_A_3_h_8_G_4_E_5_B_7_A_5_H	6-32	0-34	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	jGEbeJHbDDAJLAcACAHCDFDCBAEBAhGEBAH	0.469
4d4q_B		_14_C_19_E_2_E_4_F_4_F_4_E_5_C_5_C_7_E_3_E_4_D_6_D_6_E_5_E_4_D_5_D_9_B_0_-_6_C_7_E_4_F_4_E_5_E_6_D_8_A_6_E_5_E_3_E	_0_D_17_A_18_A_8_D_12_F_6_E_0_-_0_-_3_E_4_D_20_D_2_E_2_E_5_H_5_C_6_B_4_B_10_b_7_B_3_E_4_E_16_E_3_F_2_F_0_-_17_E_4_C_3_E	8-34	0-24	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	DAADFEEDDEEHCBBbBEEEFFECE	0.685
3qqz_A		_2_E_4_F_4_F_4_E_5_C_5_C_7_E_3_E_4_D_6_D_6_E_5_E_4_D_5_D_9_B_6_C_0_-_7_E_4_F_4_E_5_E_0_-_6_D_8_A_6_E_5_E	_0_G_7_F_4_F_0_-_2_C_9_B_6_E_4_E_0_-_4_F_5_G_12_E_4_F_3_F_0_-_8_C_1_d_8_D_4_E_4_D_5_B_6_b_7_C_0_-_6_D_3_F	10-33	0-21	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	GFFCBEEFGEFFCdDEDBbCDF	0.671
8jp0_A		_2_d_7_f_18_A_11_j_5_g_0_-_14_C_0_-_19_E_2_E_4_F_4_F_0_-_4_E_5_C_5_C_7_E_3_E_4_D_6_D_6_E_5_E_4_D_5_D_9_B_6_C_7_E_4_F_4_E_5_E_6_D_0_-_8_A_6_E_5_E_3_E_0_-_5_d	_4_c_4_b_0_-_1_j_9_i_5_d_13_n_15_p_4_E_6_E_5_D_3_D_0_b_1_H_0_-_0_-_7_H_12_E_5_G_9_J_2_B_4_F_6_C_3_D_0_-_4_H_5_E_18_D_7_E_9_F_3_B_6_i_4_A_0_-_4_F_0_-_2_k_17_e	3-35	3-34	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	rGHcbjidnpEEDDbHHEGJBFCDHEDEFBiAFkefhcnccktmbr	0.520
8oe4_D		_14_C_19_E_2_E_4_F_4_F_0_-_4_E_5_C_5_C_7_E_3_E_0_-_0_-_4_D_0_-_0_-_6_D_6_E_0_-_5_E_4_D_5_D_0_-_9_B_6_C_7_E_4_F_4_E_5_E_6_D_8_A_0_-_6_E_0_-_5_E_3_E_5_d	_0_G_4_G_6_G_5_F_3_D_0_b_7_H_2_B_4_B_14_E_2_F_7_G_6_G_6_B_7_H_9_B_10_C_7_G_15_b_2_G_9_D_5_B_3_H_2_A_3_D_11_C_3_F_5_H_8_G_6_F_6_I_5_b_1_I_2_c_3_H_2_F_2_c	8-35	0-36	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	GGGFDbHBBEFGGBHBCGbGDBHADCFHGFIbIcHFcIEDIC	0.492
4xfv_A		_14_C_0_-_19_E_0_-_2_E_4_F_4_F_4_E_0_-_5_C_5_C_7_E_0_-_3_E_4_D_6_D_0_-_0_-_6_E_5_E_4_D_5_D_9_B_6_C_7_E_4_F_4_E_5_E_6_D_8_A_6_E_5_E_3_E	_9_C_7_G_7_E_6_D_3_E_6_F_3_E_4_E_5_A_17_E_6_D_4_F_12_H_5_G_2_E_4_D_2_i_13_c_6_D_6_E_5_E_9_D_19_C_5_D_5_E_6_F_7_E_7_E_3_G_5_H_4_E_8_F_4_F	8-34	20-52	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	GBDDEEEEFBDFGGGFHGFFCGEDEFEEAEDFHGEDicDEEDCDEFEEGHEFFFIFG	0.659
6d46_A		_18_A_11_j_5_g_14_C_19_E_2_E_4_F_4_F_0_-_4_E_5_C_5_C_0_-_7_E_0_-_0_-_0_-_3_E_4_D_6_D_6_E_0_-_5_E_4_D_5_D_9_B_0_-_6_C_0_-_0_-_7_E_4_F_4_E_0_-_5_E_6_D_8_A_6_E_5_E_3_E	_0_D_0_k_2_c_0_F_2_F_3_G_1_C_1_E_0_g_6_F_3_D_4_D_3_b_10_E_0_h_2_b_7_b_1_F_2_F_3_G_7_E_0_j_7_E_3_E_3_E_0_-_8_c_6_E_0_j_4_b_2_D_3_G_3_G_4_b_1_B_5_D_1_i_4_E_8_D_2_G	5-34	0-38	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	DkcFFGCEgFDDbEhbbFFGEjEEEcEjbDGGbBDiEDG	0.472
4mng_F		_14_C_19_E_2_E_4_F_4_F_4_E_5_C_5_C_7_E_0_-_3_E_4_D_6_D_6_E_5_E_4_D_5_D_9_B_6_C_7_E_0_-_4_F_4_E_5_E	_0_A_4_D_4_B_2_A_7_F_5_G_6_A_2_E_4_E_4_b_1_G_12_B_3_E_2_E_4_C_9_F_6_F_4_C_8_C_7_C_4_b_1_G_6_B_3_F	8-29	0-23	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	ADBAFGAEEbGBEECFFCCCbGBF	0.659
2x03_B		_0_A_0_-_4_g_0_-_3_n_2_d_7_f_18_A_11_j_5_g_14_C_19_E_0_-_2_E_0_-_4_F_4_F_4_E_0_-_0_-_5_C_5_C_7_E_3_E_0_-_4_D_6_D_6_E_0_-_5_E_4_D_0_-_5_D_9_B_6_C_7_E_4_F_4_E_5_E_6_D_8_A_6_E_5_E	_2_A_1_b_1_d_14_m_2_m_5_b_5_j_10_D_0_-_0_b_1_D_3_E_18_b_4_E_24_B_21_D_4_G_6_G_4_H_5_J_6_C_2_C_3_C_6_I_0_c_7_L_0_-_4_H_3_h_5_D_3_E_0_b_1_E_3_B_2_B_3_G_2_F_8_D_3_F_3_D_0_-_4_D_8_G	0-33	21-60	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	klBAmmajbkcmhbABAlfbAAbdmmbjDbDEbEBDGGHJCCCIcLHhDEbEBBGFDFDDG	0.498
6tgf_D		_0_A_4_g_3_n_2_d_7_f_0_-_18_A_0_-_11_j_5_g_14_C_19_E_2_E_4_F_0_-_4_F_4_E_5_C_5_C_0_-_0_-_0_-_0_-_7_E_0_-_3_E_4_D_6_D_0_-_6_E_5_E_4_D_0_-_5_D_9_B_0_-_6_C_0_-_7_E_4_F_4_E_0_-_5_E_6_D_8_A_0_-_6_E_5_E_3_E	_0_B_1_b_5_C_1_d_3_e_2_E_14_C_5_C_3_B_1_h_3_C_4_E_4_D_8_B_2_c_10_C_11_E_10_C_2_D_4_b_2_c_10_k_5_A_3_C_3_A_5_F_11_C_6_D_1_J_10_D_5_J_6_C_1_J_6_C_11_A_1_H_5_C_3_A_1_H_3_C_4_I_5_A_4_D_2_B_4_A_10_b_3_C_2_C_13_C	0-34	0-48	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	BbCdeECCBhCEDBcCECDbckACAFCDJDJCJCAHCAHCIADBAbCCCHFHHFGIGACCCbFF	0.435
3v10_B		_4_F_4_F_4_E_5_C_5_C_7_E_3_E_0_-_0_-_4_D_6_D_6_E_5_E_4_D_5_D_9_B_6_C_7_E_0_-_4_F_4_E_0_-_5_E_6_D_8_A_0_-_6_E_5_E	_0_F_11_G_14_D_6_D_5_E_2_G_2_E_1_d_4_J_7_C_15_C_8_F_6_G_10_F_0_-_3_B_5_E_2_E_0_f_2_D_2_E_1_c_3_I_6_J_5_A_4_c_1_C_4_D	11-33	0-26	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	FGDDEGEdJCCFGFBEEfDEcIJAcCD	0.569
