4pk1_A		_0_A_7_B_3_C_2_C_4_f_8_G_2_F_4_G_2_F_10_F_5_C_3_F_3_H_2_A	_16_A_2_D_5_D_5_D_0_-_7_G_2_E_0_-_3_E_5_E_16_C_3_D_6_E_5_A	0-13	10-21	ABCCfGFGFFCFHA	FdlGGFmGGEADDDGEEECDEAACEFEECBDDDBEDEBEE	0.668
5dgh_A		_0_A_7_B_3_C_2_C_0_-_0_-_4_f_8_G_2_F_4_G_2_F_10_F_5_C_0_-_3_F_3_H	_7_C_11_B_3_C_2_C_2_D_8_B_2_b_3_G_2_E_10_D_6_G_4_F_18_A_4_k_3_H_2_H	0-12	11-26	ABCCfGFGFFCFHA	EciDebCjAdiCBCCDBbGEDGFAkHHn	0.579
5hj3_J		_0_A_7_B_3_C_2_C_4_f_8_G_2_F_4_G_2_F_0_-_10_F_5_C_0_-_0_-_3_F_3_H	_5_A_4_A_1_E_6_D_0_-_3_A_7_E_2_E_8_F_6_A_3_E_6_D_3_c_3_J_15_D_9_I	0-12	3-17	ABCCfGFGFFCFHA	BDEAAEDAEEFAEDcJDId	0.558
8hmd_A		_0_A_7_B_3_C_2_C_4_f_8_G_2_F_4_G_2_F_0_-_10_F_5_C_3_F_3_H_0_-_2_A	_4_B_4_C_4_D_6_D_0_-_4_F_2_E_2_F_8_F_7_D_2_E_2_D_5_E_4_E_9_D_4_C	0-13	28-42	ABCCfGFGFFCFHA	HDDDEFGEDDCEDDCEDDAEbEbEFEFGBCDDFEFFDEDEEDCCCDDDCCCAEEDigkikihhh	0.612
5k9o_H		_0_A_7_B_3_C_0_-_0_-_2_C_4_f_8_G_2_F_4_G_2_F_10_F_5_C_3_F_0_-_3_H	_0_A_11_E_10_E_5_F_7_A_8_D_0_-_4_E_9_E_17_B_6_D_11_J_3_D_8_B_3_A_5_H	0-12	0-14	ABCCfGFGFFCFHA	AEEFADEEBDJDBAHbEbE	0.515
8iqp_l		_7_B_3_C_2_C_4_f_8_G_2_F_0_-_4_G_2_F_0_-_10_F_5_C_3_F	_0_C_2_C_5_F_0_-_12_E_6_D_3_A_7_E_2_E_4_b_1_F_6_A_3_D	1-11	0-11	ABCCfGFGFFCFHA	CCFEDAEEbFADdhr	0.611
5fwh_A		_0_A_7_B_3_C_2_C_4_f_8_G_2_F_4_G_2_F_0_-_10_F_5_C_0_-_0_-_0_-_0_-_3_F_3_H_2_A	_6_A_10_D_4_C_4_D_0_-_3_B_6_B_5_E_5_D_6_A_5_E_2_E_6_A_2_A_4_A_6_A_4_D_2_E_4_A	0-13	3-20	ABCCfGFGFFCFHA	EEDADCDBBEDAEEAAAADEAA	0.492
3kmv_C		_7_B_3_C_2_C_4_f_8_G_2_F_4_G_2_F_0_-_10_F_5_C_3_F_3_H_0_-_2_A	_0_E_5_E_2_E_4_c_1_D_8_E_5_E_2_E_4_e_2_D_7_D_5_E_2_E_3_e_2_D	1-13	0-14	ABCCfGFGFFCFHA	EEEcDEEEeDDEEeD	0.532
8d6a_A		_0_A_7_B_0_-_3_C_2_C_4_f_8_G_0_-_2_F_4_G_0_-_0_-_2_F_10_F_5_C_3_F_3_H_2_A	_6_A_3_B_5_A_4_F_7_E_2_c_3_H_6_A_11_C_8_H_13_A_13_D_8_F_13_E_7_B_6_D_4_G_10_B	0-13	6-23	ABCCfGFGFFCFHA	CABACAABAFEcHACHADFEBDGBBBGDBHAD	0.585
5y09_A		_0_A_7_B_0_-_3_C_0_-_2_C_4_f_8_G_2_F_0_-_0_-_0_-_0_-_4_G_2_F_10_F_5_C_0_-_0_-_0_-_3_F_0_-_3_H_2_A	_11_B_5_E_6_b_2_D_0_k_10_C_4_e_9_E_14_D_2_A_5_D_2_C_1_d_6_G_2_G_18_C_2_D_2_g_3_c_2_g_11_E_3_b_8_E_2_A	0-13	12-35	ABCCfGFGFFCFHA	cGICbFIEcEKFBEbDkCeEDADCdGGCDgcgEbEAhEEkc	0.363
6rvz_A		_2_C_0_-_4_f_0_-_8_G_2_F_4_G_2_F_0_-_10_F_0_-_5_C_0_-_0_-_3_F_3_H_2_A	_3_G_0_b_5_e_2_F_6_G_3_I_13_H_6_F_7_n_9_E_7_g_1_B_5_b_20_b_16_B_4_B_15_A	3-13	6-22	ABCCfGFGFFCFHA	BIecclGbeFGIHFnEgBbbBBAAEEeH	0.379
4xfv_A		_0_A_7_B_3_C_2_C_4_f_8_G_0_-_0_-_2_F_0_-_4_G_2_F_10_F_5_C_3_F_3_H_2_A	_5_F_8_B_4_D_4_F_0_-_6_G_5_G_4_G_4_F_6_H_6_G_6_F_4_F_9_C_7_G_7_E_6_D	0-13	8-23	ABCCfGFGFFCFHA	GBDDEEEEFBDFGGGFHGFFCGEDEFEEAEDFHGEDicDEEDCDEFEEGHEFFFIFG	0.568
7o4z_A		_0_A_0_-_7_B_0_-_3_C_0_-_0_-_2_C_4_f_8_G_0_-_2_F_0_-_4_G_0_-_2_F_0_-_10_F_5_C_3_F_3_H_2_A	_4_A_4_C_1_B_4_A_4_C_5_B_4_A_4_C_0_-_5_A_5_A_1_B_4_A_4_G_4_A_4_F_4_A_4_B_2_A_3_B_0_-_4_A	0-13	1-20	ABCCfGFGFFCFHA	AACBACBACAABAGAFABABAdj	0.415
2wvy_A		_0_A_7_B_3_C_0_-_2_C_4_f_8_G_2_F_0_-_4_G_0_-_2_F_10_F_0_-_0_-_5_C_3_F_3_H	_15_A_1_D_12_F_11_I_4_D_0_-_4_E_3_F_6_E_5_E_0_b_1_E_12_F_5_D_4_B_3_C_3_E_7_G	0-12	2-18	ABCCfGFGFFCFHA	cDADFIDEFEEbEFDBCEGjlCkAACBAAcgmAjjfogfAAcgjckbfkhACDDFABdGb	0.516
8jyo_A		_0_A_0_-_7_B_3_C_2_C_4_f_8_G_2_F_4_G_2_F_10_F_5_C_3_F_0_-_3_H_2_A	_7_D_6_F_8_E_4_C_29_C_0_-_7_H_2_H_13_G_7_F_7_D_1_H_5_E_4_h_7_H_7_A	0-13	4-18	ABCCfGFGFFCFHA	AAGDDFECCHHGFDHEhHADbCHedFBAABHDHADGDBCAAEEBJCdfpiCmbidoodxIJBACCCAbAA	0.622
4o03_A		_0_A_7_B_0_-_3_C_2_C_4_f_8_G_2_F_4_G_0_-_0_-_2_F_0_-_10_F_0_-_5_C_3_F_3_H_2_A	_11_A_8_E_4_G_4_C_5_A_0_b_1_A_5_D_13_I_14_D_17_i_2_E_2_e_12_F_2_d_10_C_19_D_6_F_12_D	0-13	10-28	ABCCfGFGFFCFHA	dgACBbBAbcAEGCAbADIDiEeFdCDFDh	0.436
6zjm_E		_7_B_0_-_3_C_2_C_0_-_0_-_4_f_8_G_0_-_2_F_0_-_0_-_4_G_2_F_10_F_5_C_0_-_0_-_0_-_3_F_3_H_2_A	_3_E_2_H_6_B_2_D_13_K_3_b_1_h_10_G_2_A_2_B_5_j_9_b_5_G_10_F_7_C_7_B_3_B_10_B_1_J_2_F_2_J_2_A	1-13	9-30	ABCCfGFGFFCFHA	GFdbJJHIdEHBDKbhGABjbGFCBBBJFJAAGDDlh	0.401
6tav_A		_0_A_0_-_7_B_3_C_0_-_0_-_2_C_4_f_8_G_2_F_4_G_2_F_0_-_10_F_5_C_0_-_3_F_3_H_2_A	_5_C_8_G_8_B_6_C_10_J_5_I_5_D_3_A_4_G_10_G_5_H_4_F_7_G_5_G_10_B_3_B_4_F_10_B_27_A	0-13	2-20	ABCCfGFGFFCFHA	DCCGBCJIDAGGHFGGBBFBAEbBBBFAFEDDEGCIIJIFGAABIcfgDIGBBEBHABAAHCCBDJHFccnnkkbknkjAAmlmEDDHJCEDBgEEBCC	0.472
5kan_I		_7_B_3_C_2_C_4_f_8_G_2_F_0_-_4_G_2_F_0_-_10_F_5_C_3_F_3_H_2_A	_0_B_3_B_6_F_0_-_7_E_6_D_3_A_7_E_2_E_4_b_2_E_11_C_8_D_10_J_4_E	1-13	0-13	ABCCfGFGFFCFHA	BBFEDAEEbECDJEDIcFE	0.594
7ua8_H		_0_A_7_B_0_-_0_-_3_C_2_C_0_-_4_f_8_G_0_-_2_F_0_-_4_G_2_F_10_F_5_C_0_-_3_F_3_H_0_-_2_A	_0_C_3_B_5_G_3_b_2_E_5_F_6_A_0_-_8_E_0_b_1_E_4_b_1_H_4_D_3_D_5_C_2_C_5_F_7_E_6_D_3_A	0-13	0-19	ABCCfGFGFFCFHA	CBGbEFAEbEbHDDCCFEDADEEAE	0.434
6jzj_A		_0_A_7_B_3_C_2_C_4_f_8_G_2_F_0_-_0_-_0_-_4_G_0_-_2_F_10_F_0_-_5_C_3_F_0_-_3_H	_1_A_1_B_12_B_14_B_1_b_0_B_12_D_2_A_1_A_2_A_3_I_7_h_10_F_7_B_0_b_5_A_3_H_11_b_3_H	0-12	15-33	ABCCfGFGFFCFHA	FGHFHdBcADDBAIJABBBbBDAAAIhFBbAHbH	0.443
2mox_A		_7_B_3_C_2_C_4_f_8_G_0_-_2_F_4_G_2_F_10_F_5_C_0_-_3_F	_0_D_18_E_5_E_0_-_2_E_0_b_0_B_20_D_18_F_4_D_6_D_0_b_0_D	1-11	0-11	ABCCfGFGFFCFHA	DEEEbBDFDDbD	0.534
8fez_B		_0_A_7_B_3_C_2_C_0_-_4_f_8_G_2_F_4_G_2_F_10_F_5_C_0_-_3_F_0_-_3_H_2_A	_8_A_3_D_7_D_8_D_6_E_0_-_14_G_6_E_4_E_13_F_7_C_3_C_1_H_5_E_4_g_8_H_5_C	0-13	4-19	ABCCfGFGFFCFHA	BHDbADDDEGEEFCCHEgHCdceAcBAAEHBDDGDCCACDDBJBcepbgBlAAjemcnfcuIJBABCEb	0.598
5es4_G		_0_A_0_-_7_B_0_-_3_C_2_C_4_f_8_G_0_-_2_F_0_-_4_G_2_F_10_F_5_C_3_F_0_-_0_-_0_-_3_H_2_A	_8_B_1_D_11_B_5_E_3_D_8_D_3_c_1_H_3_A_6_B_0_c_9_E_8_E_2_F_2_A_1_G_5_c_10_J_8_c_3_G_9_A	0-13	24-44	ABCCfGFGFFCFHA	CDDBBCBDJIBBBcBBbFGbHHCDBDBEDDcHABcEEFAGcJcGAABHHbAEEBIFBFGIHJDJJAFEeAHJcHBbF	0.452
3a79_B		_0_A_7_B_3_C_2_C_4_f_8_G_2_F_0_-_4_G_2_F_10_F_5_C_3_F_0_-_3_H	_7_A_12_B_7_A_9_B_12_d_0_-_5_D_9_b_4_G_11_C_2_G_10_C_2_I_5_j_5_I	0-12	4-17	ABCCfGFGFFCFHA	BBbBABABdDbGCGCIjIjJHhDBBcBBcBBAkA	0.599
3m7j_A		_0_A_7_B_3_C_2_C_4_f_8_G_2_F_4_G_2_F_10_F_0_-_5_C_0_-_3_F_3_H_2_A	_7_A_3_B_4_B_5_D_0_-_5_D_2_D_7_D_8_C_3_D_0_b_1_D_9_c_0_D_5_J_14_B	0-13	1-15	ABCCfGFGFFCFHA	AABBDDDDCDbDcDJBBCDCCCCbCCJDG	0.573
7ra7_B		_7_B_3_C_2_C_4_f_8_G_2_F_0_-_4_G_2_F_0_-_10_F_5_C_3_F_0_-_3_H_0_-_2_A	_0_C_2_D_4_F_0_-_7_E_6_D_3_A_7_E_2_E_4_b_1_F_17_E_6_D_3_e_1_J_3_E_2_A	1-13	0-15	ABCCfGFGFFCFHA	CDFEDAEEbFEDeJEADIcGG	0.521
3iy3_A		_0_A_7_B_3_C_0_-_2_C_4_f_8_G_2_F_0_-_4_G_2_F_0_-_10_F_5_C_3_F	_0_C_2_D_4_F_4_A_2_A_0_-_1_E_6_D_3_A_7_E_2_E_4_b_1_F_6_A_3_E	0-11	0-13	ABCCfGFGFFCFHA	CDFAAEDAEEbFAE	0.522
6nev_B		_0_A_0_-_7_B_3_C_2_C_4_f_0_-_8_G_0_-_0_-_2_F_4_G_2_F_10_F_5_C_3_F_0_-_0_-_3_H_2_A	_5_A_4_D_7_D_4_C_1_C_6_f_4_b_2_K_0_g_1_d_2_C_3_G_0_-_4_H_11_D_0_-_0_f_5_g_4_H_9_A	0-13	10-27	ABCCfGFGFFCFHA	DjDDigGHDjADDCCfbKgdCGHDfgHABcovbgjl	0.431
6nym_J		_0_A_7_B_0_-_3_C_2_C_4_f_8_G_2_F_4_G_2_F_0_-_10_F_5_C_0_-_3_F_3_H_2_A	_11_A_15_B_7_A_2_C_9_A_0_-_3_H_4_D_29_H_12_D_3_C_14_E_4_B_19_A_2_B_7_C_9_A	0-13	14-29	ABCCfGFGFFCFHA	fbbAAABABBBBBCABACAHDHDCEBABCAABABBCBBFCHBCBAABACBECFBbcAAhbbCBEB	0.613
4zb4_B		_0_A_0_-_7_B_3_C_2_C_4_f_8_G_2_F_0_-_4_G_2_F_10_F_0_-_5_C_3_F_0_-_3_H_2_A	_6_D_8_E_4_D_5_D_7_C_0_-_5_D_5_D_8_A_6_E_5_E_2_E_12_A_2_C_5_E_0_b_1_F_4_B	0-13	11-27	ABCCfGFGFFCFHA	lHBCIFEDEEEDEDDCDDAEEEACEbFBDDH	0.512
4kvn_H		_7_B_3_C_2_C_4_f_8_G_2_F_0_-_4_G_2_F_0_-_10_F_5_C_0_-_3_F_3_H_0_-_2_A	_0_B_2_B_6_D_0_-_7_E_5_F_6_B_7_E_4_E_4_b_1_G_12_C_3_D_8_D_6_H_4_D_9_A	1-13	0-15	ABCCfGFGFFCFHA	BBDEFBEEbGCDDHDAAGE	0.594
6wxl_H		_7_B_3_C_2_C_4_f_8_G_2_F_4_G_2_F_0_-_10_F_0_-_5_C_3_F	_0_B_3_B_5_F_0_-_9_E_5_F_16_E_4_E_4_b_1_F_8_c_5_A_4_C	1-11	0-11	ABCCfGFGFFCFHA	BBFEFEEbFcAC	0.617
2x7l_D		_7_B_3_C_2_C_4_f_8_G_2_F_0_-_4_G_2_F_10_F_0_-_5_C_3_F_0_-_3_H_0_-_2_A	_0_C_2_D_4_F_0_-_7_E_6_D_3_A_7_E_2_E_8_G_7_B_4_D_6_D_3_c_3_H_7_E_2_B	1-13	0-15	ABCCfGFGFFCFHA	CDFEDAEEGBDDcHEBBHdFD	0.521
7opi_A		_0_A_7_B_3_C_2_C_4_f_8_G_2_F_4_G_2_F_10_F_5_C_3_F_3_H_2_A	_10_F_3_E_4_D_2_F_0_-_4_F_6_F_2_E_5_E_4_F_6_E_4_E_3_E_11_A	0-13	49-61	ABCCfGFGFFCFHA	FDDGHDDGHCDGBAHGddGHEDDCBBFHJFEEBFFEbFFEGlicGEHGFFEDFFFEEFEEEAFCDEmdBhil	0.664
7ryu_L		_0_A_7_B_3_C_2_C_4_f_8_G_2_F_0_-_4_G_2_F_0_-_10_F_5_C_3_F_0_-_0_-_3_H_0_-_2_A	_0_A_0_-_3_D_4_F_1_b_4_E_6_E_5_B_7_E_2_E_4_b_1_H_2_C_3_E_7_D_3_d_3_J_4_E_2_B	0-13	0-17	ABCCfGFGFFCFHA	ADFbEEBEEbHCEDdJEBBAHeFF	0.460
7f5k_C		_7_B_3_C_2_C_4_f_8_G_2_F_0_-_4_G_2_F_0_-_10_F_0_-_5_C_3_F_3_H_2_A	_0_B_3_D_4_F_0_-_6_F_5_F_3_D_2_E_4_E_4_b_1_G_7_A_3_E_8_E_7_E_16_A	1-13	0-14	ABCCfGFGFFCFHA	BDFFFDEEbGAEEEABF	0.596
6h04_A		_0_A_0_-_7_B_3_C_2_C_4_f_8_G_0_-_2_F_4_G_0_-_2_F_10_F_5_C_0_-_3_F_3_H_2_A	_7_A_1_D_8_B_2_A_8_E_7_c_1_G_8_I_15_F_2_E_1_f_13_G_6_D_11_C_5_A_5_G_10_I_5_A	0-13	17-34	ABCCfGFGFFCFHA	DAEEDEEDAEAAEECBAADBAEcGIFEfGDCAGIACEIGDFGDbFFCFHbfgCGFGBBDAEHABEBHFABDBEcmolknmjjBBkjmEEBDH	0.589
7y5l_E		_0_A_7_B_3_C_2_C_4_f_8_G_2_F_0_-_0_-_4_G_2_F_10_F_5_C_3_F_3_H_0_-_2_A	_5_H_6_E_6_D_4_F_0_-_7_G_6_E_5_E_4_D_4_E_6_E_5_E_4_D_5_D_1_E_5_D_14_A	0-13	4-19	ABCCfGFGFFCFHA	CEFGHEDFGEEDEEEDDEDAIHEJHDCEED	0.527
7evp_B		_0_A_7_B_3_C_2_C_4_f_8_G_0_-_0_-_0_-_2_F_0_-_4_G_2_F_10_F_5_C_0_-_3_F_3_H_2_A	_1_A_2_A_3_B_1_E_0_g_6_E_8_A_2_A_7_b_11_D_0_j_14_E_3_D_5_G_7_E_0_b_13_E_3_E_5_B	0-13	6-24	ABCCfGFGFFCFHA	DgEFBAAABEgEAAbDjEDGEbEEBbAAjcBACCBBhEDC	0.489
7te1_H		_0_A_7_B_3_C_2_C_4_f_8_G_2_F_0_-_4_G_2_F_10_F_5_C_3_F_3_H_2_A	_0_A_3_A_0_-_6_E_5_b_1_F_6_E_16_A_2_A_4_E_8_D_16_C_7_D_4_J_4_C	0-13	0-13	ABCCfGFGFFCFHA	AAEbFEAAEDCDJCCIEE	0.565
5d9q_I		_0_A_0_-_0_-_7_B_3_C_2_C_4_f_8_G_2_F_0_-_0_-_4_G_2_F_10_F_5_C_3_F_3_H_0_-_2_A	_3_B_5_G_3_b_2_E_6_E_6_B_1_b_3_E_4_E_4_b_1_J_4_H_3_D_3_B_2_B_6_E_6_E_6_D_3_A	0-13	1-19	ABCCfGFGFFCFHA	CBGbEEBbEEbJHDBBEEDAEEbFAD	0.451
8c5v_B		_7_B_3_C_2_C_4_f_8_G_2_F_0_-_4_G_2_F_10_F_0_-_5_C_3_F_3_H	_3_B_6_A_1_E_0_-_4_H_2_E_5_B_6_C_3_E_2_F_0_d_12_E_4_E_1_H	1-12	14-26	ABCCfGFGFFCFHA	rqBcjBBmeGGhfjBAEHEBCEFdEEHbEDj	0.630
4qaw_B		_0_A_0_-_0_-_7_B_3_C_2_C_4_f_8_G_2_F_4_G_2_F_10_F_5_C_3_F_3_H	_3_A_4_E_3_G_13_C_4_C_1_C_0_-_10_C_6_G_4_I_5_F_2_H_9_H_3_G_6_H	0-12	30-43	ABCCfGFGFFCFHA	JDcgElEbEEnBiFbccEbeEjEiDGGGFAAEGCCCCGIFHHGH	0.591
2y23_A		_0_A_7_B_3_C_0_-_2_C_0_-_4_f_8_G_2_F_0_-_4_G_2_F_10_F_0_-_5_C_3_F_0_-_3_H_2_A	_0_C_5_E_9_D_2_A_6_E_2_E_4_b_1_F_7_D_1_l_5_H_5_F_7_E_2_B_6_D_4_E_4_b_1_G_4_G	0-13	0-18	ABCCfGFGFFCFHA	CEDAEEbFDlHFEBDEbGGoJHEEEbGF	0.465
6v93_F		_0_A_7_B_3_C_2_C_0_-_4_f_8_G_0_-_2_F_0_-_0_-_4_G_2_F_0_-_0_-_0_-_0_-_10_F_5_C_3_F_3_H_2_A	_14_A_2_A_6_A_21_D_10_k_7_c_2_E_13_m_4_C_23_b_11_B_4_D_2_E_2_e_2_A_9_k_7_c_19_F_3_D_6_F_6_E_5_D	0-13	10-31	ABCCfGFGFFCFHA	hpAACAhdBCAAADkcEmCbBDEeAkcFDFED	0.355
4d4q_B		_0_A_7_B_3_C_0_-_2_C_4_f_8_G_2_F_4_G_2_F_10_F_5_C_3_F_3_H	_5_C_6_B_4_B_10_b_7_B_0_-_3_E_4_E_16_E_3_F_2_F_17_E_4_C_3_E	0-12	12-24	ABCCfGFGFFCFHA	DAADFEEDDEEHCBBbBEEEFFECE	0.659
8hs2_C		_0_A_0_-_7_B_0_-_3_C_2_C_4_f_8_G_0_-_2_F_0_-_4_G_2_F_0_-_10_F_5_C_3_F_3_H	_4_A_5_J_3_B_12_A_3_A_7_C_0_-_2_G_9_A_1_B_11_A_1_A_9_B_3_b_5_I_5_E_8_D_9_H	0-12	1-17	ABCCfGFGFFCFHA	AAJBAACGABAABbIEDHeED	0.470
5v1d_A		_0_A_7_B_3_C_2_C_4_f_8_G_2_F_4_G_2_F_10_F_5_C_3_F_3_H_2_A	_6_A_3_B_3_B_2_D_0_d_3_K_6_D_7_K_6_K_2_D_4_D_6_E_4_E_6_A	0-13	3-16	ABCCfGFGFFCFHA	DEFABBDdKDKKDDEEACC	0.600
1hcv_A		_3_C_2_C_4_f_8_G_2_F_4_G_2_F_10_F_5_C_3_F_0_-_3_H_2_A	_0_C_2_C_0_-_4_F_8_F_0_-_6_F_5_B_7_E_4_E_4_b_1_H_2_D	2-13	0-10	ABCCfGFGFFCFHA	CCFFFBEEbHDF	0.627
8u4s_E		_7_B_3_C_2_C_4_f_8_G_2_F_0_-_4_G_2_F_10_F_5_C	_0_B_2_A_7_E_0_-_13_E_6_E_2_A_7_E_2_E_9_E_11_C	1-10	0-9	ABCCfGFGFFCFHA	BAEEEAEEEC	0.633
5nj6_H		_0_A_7_B_3_C_2_C_4_f_8_G_2_F_0_-_0_-_4_G_0_-_2_F_10_F_5_C_3_F_3_H_2_A	_0_D_2_B_4_A_2_D_3_b_1_F_5_F_6_A_9_B_6_F_3_b_2_H_3_D_3_D_8_D_10_J_4_C	0-13	0-16	ABCCfGFGFFCFHA	DBADbFFABFbHDDDJCHJEE	0.518
6ous_V		_7_B_3_C_2_C_4_f_8_G_2_F_0_-_4_G_2_F_0_-_10_F_5_C_3_F_0_-_3_H_0_-_2_A	_0_C_2_C_5_F_0_-_7_E_6_D_3_A_7_E_2_E_4_b_2_E_11_D_7_D_3_c_3_J_4_E_2_B	1-13	0-15	ABCCfGFGFFCFHA	CCFEDAEEbEDDcJEBDIcED	0.516
3suc_A		_0_A_7_B_0_-_3_C_0_-_2_C_0_-_4_f_8_G_0_-_2_F_4_G_2_F_10_F_5_C_0_-_3_F_3_H_0_-_2_A	_2_B_10_B_4_J_3_D_9_J_3_D_16_J_7_c_3_E_2_J_9_E_3_J_6_D_7_J_4_D_6_H_8_D_5_G_3_D_3_A	0-13	19-38	ABCCfGFGFFCFHA	jAbDhBDBKBJcCJCEBBEBBJDJDJcEJEJDJDHDGDABCCBCAEAEDIEAEECGbDCBDbDDKDDFG	0.426
7ucg_G		_0_A_7_B_3_C_2_C_4_f_8_G_2_F_4_G_0_-_2_F_0_-_10_F_5_C_0_-_0_-_0_-_3_F_3_H_0_-_2_A	_13_A_10_B_10_C_6_C_0_-_6_D_5_D_9_D_2_l_4_B_8_c_1_C_4_C_15_C_7_b_15_C_3_E_7_E_5_d_7_C	0-13	18-36	ABCCfGFGFFCFHA	BABAABlbDHHbBBBEBCABCCDDDlBcCCCbCEEdCB	0.426
5oe6_D		_0_A_0_-_0_-_7_B_0_-_3_C_0_-_2_C_4_f_8_G_0_-_2_F_4_G_2_F_10_F_5_C_0_-_3_F_3_H	_14_C_6_b_6_d_2_C_6_j_3_C_1_l_4_C_6_h_4_E_1_b_2_C_11_B_4_D_13_E_6_A_4_i_1_H_5_E	0-12	14-32	ABCCfGFGFFCFHA	fDCmDjCiCCdEDgCbdCjClChEbCBDEAiHE	0.405
5lmv_a		_0_A_7_B_3_C_2_C_0_-_4_f_8_G_0_-_2_F_0_-_4_G_0_-_2_F_0_-_10_F_5_C_3_F_3_H_2_A	_5_A_1_A_4_D_10_C_3_p_8_e_5_G_2_k_6_H_4_i_1_E_5_i_2_D_2_i_7_F_10_D_9_D_4_I_14_E	0-13	17-35	ABCCfGFGFFCFHA	cBkCCEkCjDlHHACCBAADCpeGkHiEiDiFDDIED	0.492
4etp_A		_3_C_2_C_4_f_8_G_2_F_4_G_0_-_2_F_0_-_0_-_10_F_5_C_3_F_3_H_2_A	_2_F_14_B_0_-_8_G_5_F_1_B_5_l_4_E_6_e_5_m_3_K_2_C_11_C_4_C_5_A	2-13	1-14	ABCCfGFGFFCFHA	zFBGFBlEemKCCCAjfJIpbdbGm	0.435
6qp7_A		_0_A_7_B_3_C_0_-_2_C_0_-_0_-_0_-_4_f_8_G_2_F_4_G_0_-_2_F_0_-_10_F_0_-_0_-_5_C_0_-_3_F_0_-_0_-_3_H_0_-_2_A	_0_C_8_B_8_D_0_b_1_F_1_E_3_b_6_B_4_h_11_G_4_E_6_E_7_b_20_D_4_b_2_F_7_D_2_B_4_C_2_A_12_G_2_H_1_b_6_H_17_D_2_A	0-13	0-25	ABCCfGFGFFCFHA	CBDbFEbBhGEEbDbFDBCAGHbHDAAEFGhCCbbhACJIIJDDDccCCbFEbFCBBbFJ	0.367
8es4_E		_0_A_7_B_3_C_0_-_0_-_2_C_4_f_8_G_2_F_4_G_0_-_2_F_0_-_10_F_5_C_3_F_3_H_2_A	_3_C_13_C_10_B_2_H_2_H_7_D_5_b_4_F_4_E_5_H_1_b_1_D_2_B_4_E_4_D_7_D_17_H_2_B	0-13	39-56	ABCCfGFGFFCFHA	BBCCAGGDbEEBbEGGblbBDBBAbCDCBBAAcBBCCEDCCBHHDbFEHbDBEDDHBbbCACCFCJGbGKEH	0.519
8i23_C		_3_C_2_C_0_-_4_f_8_G_0_-_2_F_4_G_2_F_10_F_5_C_3_F_3_H_2_A	_0_C_4_C_14_h_5_g_10_G_8_e_5_J_6_J_7_B_2_D_1_D_2_G_5_G_6_D	2-13	0-13	ABCCfGFGFFCFHA	CChgGeJJBDDGGDDAffhjgicAhCAhllCpbjBfBbbCAGIAAAAABbiAfAEDDAABAAGbDcIAcAABCgBAIbJBEbBclAiAJbehkj	0.589
5mk8_A		_0_A_7_B_0_-_3_C_2_C_4_f_0_-_8_G_2_F_0_-_4_G_0_-_2_F_0_-_10_F_5_C_3_F_3_H	_4_C_6_C_4_A_7_C_6_C_2_b_2_A_4_G_11_G_2_I_2_H_5_H_12_F_4_E_2_F_6_A_3_F_7_I	0-12	1-18	ABCCfGFGFFCFHA	GCCACCbAGGIHHFEFAFIiECCCCEGFABbCCIFeD	0.555
8ilq_B		_0_A_0_-_7_B_3_C_2_C_4_f_8_G_2_F_0_-_4_G_0_-_2_F_10_F_5_C_0_-_0_-_0_-_3_F_0_-_3_H_0_-_2_A	_14_A_16_B_12_B_5_E_37_D_0_-_13_G_8_D_9_C_5_C_2_A_9_E_12_D_5_C_40_B_4_B_24_A_21_E_3_A_8_I_7_H_4_A	0-13	2-22	ABCCfGFGFFCFHA	AAABBEDGDCCAEDCBBAEAIHAAHAAog	0.445
8cin_L		_0_A_7_B_3_C_2_C_4_f_8_G_2_F_0_-_4_G_2_F_10_F_5_C_0_-_3_F_3_H_2_A	_0_C_5_E_11_E_6_D_0_-_12_E_2_E_4_b_2_F_5_B_3_D_8_D_3_d_3_J_3_F_2_B	0-13	0-14	ABCCfGFGFFCFHA	CEEDEEbFBDDdJFBBAHeFF	0.516
6l6r_B		_0_A_7_B_3_C_2_C_4_f_8_G_2_F_4_G_0_-_2_F_0_-_10_F_5_C_3_F_0_-_3_H_2_A	_7_C_4_E_4_E_6_C_0_-_5_G_4_F_4_E_6_C_6_F_4_E_4_E_6_C_6_F_2_E_4_E_7_C	0-13	7-22	ABCCfGFGFFCFHA	DDCFEEDCEECGFECFEECFEECCbbCCFDCFECCFEECCCDCFbEEBEEEDGdBBAA	0.600
8q6o_E		_2_C_4_f_0_-_8_G_2_F_4_G_0_-_2_F_10_F_5_C_0_-_3_F_3_H	_5_D_0_f_1_h_1_n_9_D_19_H_4_C_1_E_5_E_21_C_5_I_14_E_11_J	3-12	2-14	ABCCfGFGFFCFHA	liDfhnDHCEECIEJJ	0.486
4wjg_W		_0_A_7_B_3_C_0_-_0_-_2_C_0_-_4_f_8_G_0_-_2_F_4_G_2_F_10_F_0_-_5_C_3_F_3_H_2_A	_5_C_5_B_8_C_24_D_5_E_4_C_1_c_9_c_4_C_3_A_2_E_9_D_25_E_13_G_1_g_24_C_16_E_4_I_9_D	0-13	2-20	ABCCfGFGFFCFHA	BCCBCDECccCAEDEGgCEIDj	0.478
